Date,AMZN,ARCH,BA,BAX,CELH,CL,FMS,GD,GSK,IAU,LMT,LVMUY,MDR,MINT,MRK,MU,NGG,NLY,NOC,PANW,PXD,RTN,SHY,SNAP,TLT,TSLA,UUP,VIXY,VZ,WDC,XOM
2019-01-02,1539.13,83.57,318.36,64.78,3.45,57.78,32.04,153.67,36.46,12.3,259.65,57.24,7.16,98.89,74.09,32.75,46.82,9.08,243.42,183.21,133.55,151.77,82.27,5.79,119.95,310.12,25.64,37.46,53.75,37.08,67.31
2019-01-03,1500.28,80.33,305.67,63.97,3.4,57.51,30.59,149.87,36.41,12.41,253.13,54.93,7.3,98.92,72.57,31.0,47.05,9.19,237.05,179.7,133.98,147.48,82.44,5.68,121.31,300.36,25.5,39.22,53.94,34.55,66.27
2019-01-04,1575.39,82.89,321.58,65.97,3.38,58.05,33.26,154.17,37.18,12.32,259.96,56.73,7.66,98.92,74.76,32.7,47.81,9.2,244.93,184.39,138.51,151.37,82.26,5.95,119.91,317.69,25.46,36.07,54.07,36.01,68.72
2019-01-07,1629.51,81.28,322.59,65.65,3.65,58.4,33.08,155.03,37.36,12.35,262.94,57.13,8.14,98.91,73.93,34.0,47.8,9.22,246.84,187.35,141.52,152.97,82.2,6.21,119.56,334.96,25.35,35.31,54.42,37.29,69.07
2019-01-08,1656.58,81.55,334.8,65.47,3.78,59.05,32.87,155.04,37.6,12.32,264.69,58.71,8.15,98.92,74.48,33.74,48.31,9.0,247.96,190.43,141.4,154.79,82.15,6.4,119.24,335.35,25.43,34.57,56.01,36.93,69.58
2019-01-09,1659.42,84.13,338.05,66.59,3.75,59.78,34.11,157.23,37.73,12.39,265.35,59.75,8.24,98.95,73.91,35.44,48.56,9.04,249.13,193.11,144.99,155.5,82.19,6.28,119.06,338.53,25.19,33.77,55.3,38.56,69.94
2019-01-10,1656.22,84.69,346.68,66.78,3.97,60.29,33.74,158.72,37.89,12.32,272.18,59.12,8.47,98.97,73.0,35.91,49.27,8.97,254.58,196.0,144.43,157.12,82.2,6.22,118.29,344.97,25.34,33.42,55.84,38.58,69.59
2019-01-11,1640.56,84.65,346.97,66.28,3.88,60.56,33.66,160.07,37.91,12.34,272.4,58.42,8.53,99.0,73.41,36.01,49.47,9.13,252.99,195.97,141.44,156.72,82.25,6.28,118.75,347.26,25.36,32.33,56.24,38.8,69.27
2019-01-14,1617.21,84.2,344.47,65.6,3.6,60.08,33.48,160.77,37.17,12.37,272.19,57.03,8.61,99.02,71.91,34.67,48.51,9.22,256.85,194.93,142.09,158.04,82.25,6.31,118.31,334.4,25.36,32.46,56.25,36.89,69.18
2019-01-15,1674.56,79.41,346.32,67.01,3.64,60.68,33.67,159.42,37.59,12.35,270.7,56.82,8.74,99.03,73.02,33.99,49.15,9.26,255.84,200.17,142.23,157.67,82.28,6.54,117.88,344.43,25.45,31.0,56.32,36.52,69.22
2019-01-16,1683.78,80.0,346.14,67.72,3.62,60.59,33.95,159.87,36.97,12.39,267.16,56.1,8.54,99.06,73.13,33.58,49.49,9.35,252.68,201.3,142.74,156.93,82.26,5.64,118.0,346.05,25.48,31.56,55.33,36.66,69.19
2019-01-17,1693.22,84.57,353.05,68.57,3.64,60.46,34.28,162.86,37.52,12.38,273.45,55.9,8.72,99.07,74.1,33.88,49.4,9.36,260.92,203.3,142.47,160.33,82.25,5.74,118.02,347.31,25.48,31.24,55.09,35.35,69.66
2019-01-18,1696.2,85.05,358.6,70.07,3.69,61.08,34.57,165.67,37.6,12.27,277.44,56.99,8.96,99.13,74.36,35.76,49.94,9.39,264.55,203.3,144.09,162.86,82.18,6.18,117.41,302.26,25.56,30.45,55.34,37.99,70.49
2019-01-22,1632.17,84.69,351.88,69.11,3.67,60.62,34.35,164.34,37.51,12.3,274.23,57.1,8.48,99.15,74.33,33.87,49.8,9.41,261.56,203.0,139.2,161.19,82.25,5.93,118.2,298.92,25.56,33.24,55.25,36.4,69.43
2019-01-23,1640.02,85.09,352.58,69.09,3.49,61.22,34.51,165.9,37.61,12.29,278.07,57.83,8.49,99.17,73.94,34.24,50.36,9.47,267.0,205.72,136.65,162.66,82.23,5.99,118.15,287.59,25.5,32.92,55.99,36.46,68.86
2019-01-24,1654.93,84.16,352.24,69.4,3.75,61.07,34.16,167.88,36.93,12.26,279.78,57.83,8.87,99.23,71.72,36.59,50.85,9.48,266.59,210.47,137.54,163.76,82.3,6.17,118.93,291.51,25.65,31.86,55.32,38.9,68.96
2019-01-25,1670.57,85.59,358.08,69.77,3.67,60.72,35.44,168.27,36.98,12.45,281.53,58.79,9.13,99.24,71.5,38.96,50.19,9.47,269.57,209.72,139.44,165.03,82.24,6.4,118.36,297.04,25.44,30.64,54.67,41.83,69.27
2019-01-28,1637.89,84.84,356.87,69.62,3.65,61.6,35.41,169.22,37.0,12.48,282.35,58.49,9.14,99.26,71.47,38.08,50.32,9.49,271.02,207.61,138.93,166.05,82.25,6.34,118.24,296.38,25.46,31.95,53.39,42.64,68.8
2019-01-29,1593.88,84.29,358.77,69.7,3.68,62.53,35.22,172.97,37.27,12.57,286.45,61.29,8.79,99.27,71.78,37.39,51.21,9.55,276.78,206.77,139.41,168.59,82.29,6.43,118.84,297.46,25.47,31.83,51.65,41.24,69.06
2019-01-30,1670.43,85.25,381.2,71.15,3.79,62.79,35.9,167.96,37.26,12.63,286.07,63.24,9.15,99.31,71.91,38.24,51.84,9.58,277.46,212.86,140.72,168.82,82.4,6.57,118.75,308.77,25.34,30.41,52.35,42.48,69.82
2019-01-31,1718.73,86.73,379.13,71.92,4.09,63.5,36.13,168.22,37.73,12.64,284.13,63.52,8.82,99.33,72.95,38.22,52.33,9.59,272.25,214.82,141.52,162.22,82.47,6.68,119.77,307.02,25.39,29.15,53.38,43.6,70.77
2019-02-01,1626.23,86.82,380.91,71.56,4.0,63.87,35.88,166.12,37.73,12.62,285.01,64.33,9.35,99.37,74.93,39.6,52.61,9.55,269.69,220.27,142.21,163.41,82.37,6.91,119.05,312.21,25.39,28.86,52.88,45.55,73.32
2019-02-04,1633.31,86.63,390.32,72.0,4.13,64.0,35.97,171.6,37.68,12.56,293.04,64.14,9.44,99.39,75.34,39.47,52.44,9.55,275.39,220.16,143.76,171.96,82.37,6.93,118.52,312.89,25.46,27.95,52.39,46.37,72.26
2019-02-05,1658.81,86.85,403.28,71.48,4.15,63.56,37.32,169.25,37.97,12.59,293.71,65.4,9.49,99.43,75.62,39.37,52.77,9.59,275.13,218.93,142.79,173.27,82.37,7.04,119.06,321.35,25.53,27.75,52.48,45.95,73.01
2019-02-06,1640.26,85.99,404.2,71.2,4.09,64.14,37.01,169.78,39.16,12.51,294.08,64.41,9.31,99.44,75.85,41.52,52.52,9.54,277.05,220.55,141.0,172.37,82.41,8.59,119.12,317.22,25.63,27.55,52.14,46.52,72.69
2019-02-07,1614.37,84.55,400.36,70.55,3.9,63.87,36.94,170.6,39.05,12.55,294.37,63.56,8.95,99.46,75.3,39.38,52.84,9.58,275.2,219.45,136.02,173.37,82.47,8.57,119.91,307.51,25.69,28.51,51.93,44.45,72.13
2019-02-08,1588.22,80.34,400.1,70.94,3.82,64.5,36.6,169.15,39.55,12.59,295.72,64.0,8.92,99.47,75.98,38.58,52.61,9.57,277.26,224.62,134.95,173.21,82.5,9.1,120.42,305.8,25.72,28.17,52.3,45.27,72.24
2019-02-11,1591.0,79.52,399.15,71.16,3.62,64.59,36.3,167.98,38.72,12.53,294.28,64.08,9.14,99.51,75.19,38.58,52.36,9.61,278.1,223.86,136.88,175.09,82.47,8.99,119.94,312.84,25.82,27.85,52.4,44.51,72.36
2019-02-12,1638.01,80.74,405.84,71.91,3.55,64.82,37.15,169.78,39.01,12.56,298.28,66.08,9.3,99.5,76.96,40.4,52.34,9.6,280.68,224.45,140.6,178.33,82.46,8.8,119.64,311.81,25.73,27.35,52.76,45.8,73.63
2019-02-13,1640.0,81.92,405.7,72.1,3.5,64.74,37.5,170.49,38.86,12.51,298.58,65.51,6.82,99.49,77.45,41.68,52.24,9.53,279.91,222.16,145.13,178.15,82.4,9.07,119.19,308.17,25.87,27.26,52.81,46.22,74.46
2019-02-14,1622.65,87.96,404.95,71.87,3.43,64.26,37.42,169.13,39.33,12.58,295.23,64.86,7.12,99.52,77.37,42.23,52.2,9.42,277.24,225.16,142.28,178.34,82.51,9.19,119.87,303.77,25.84,27.75,52.38,46.5,74.48
2019-02-15,1607.95,86.96,413.01,72.85,3.52,65.27,38.15,172.22,39.7,12.66,301.34,65.54,7.23,99.52,78.23,41.99,52.16,9.36,283.55,226.77,144.54,181.77,82.47,9.12,120.05,307.88,25.79,26.81,53.47,46.18,75.89
2019-02-19,1627.58,88.42,411.32,72.89,3.63,65.51,37.75,171.77,39.75,12.84,299.32,66.74,7.36,99.54,77.67,41.96,52.93,9.35,283.91,229.9,144.74,181.78,82.53,9.28,120.36,305.64,25.69,26.87,53.74,46.52,76.39
2019-02-20,1622.1,89.48,416.54,73.54,3.57,65.3,39.27,171.44,39.81,12.83,301.31,66.55,7.73,99.57,77.85,42.21,53.34,9.28,284.77,226.64,140.49,184.41,82.52,9.24,120.01,302.56,25.71,25.83,54.05,46.97,76.69
2019-02-21,1619.44,90.25,412.62,73.45,3.5,65.49,39.19,168.67,39.59,12.67,298.67,66.37,7.59,99.59,78.25,41.53,53.72,9.23,284.06,226.18,135.39,182.53,82.49,9.39,118.94,291.23,25.73,26.09,54.43,45.73,75.99
2019-02-22,1631.56,89.41,419.01,74.09,3.58,65.68,39.14,169.57,39.6,12.73,301.24,67.1,7.74,99.6,79.17,42.57,53.98,9.31,286.45,230.1,141.33,183.74,82.55,9.71,119.65,294.71,25.72,25.13,55.18,47.96,76.58
2019-02-25,1633.0,89.51,421.8,74.2,3.63,65.31,39.17,170.16,39.55,12.72,300.1,67.72,8.0,99.61,78.78,42.75,53.84,9.26,284.8,233.88,142.13,183.38,82.54,10.12,119.3,298.77,25.7,25.6,55.04,49.78,76.66
2019-02-26,1636.4,90.47,421.7,74.32,3.67,65.28,38.34,167.07,39.56,12.73,300.01,68.27,8.61,99.63,79.14,42.96,54.66,9.26,284.31,235.55,141.96,182.39,82.58,10.08,119.89,297.86,25.6,25.83,54.91,49.4,76.81
2019-02-27,1641.09,92.06,430.27,74.48,3.72,64.67,38.16,166.42,39.52,12.65,301.68,67.87,8.86,99.65,79.02,41.32,54.5,9.25,284.53,254.88,140.78,182.51,82.56,9.81,118.53,314.74,25.62,25.87,54.98,47.04,77.6
2019-02-28,1639.83,91.68,434.73,74.33,3.56,64.67,38.44,167.29,39.42,12.58,305.66,67.83,8.48,99.65,79.68,40.88,54.26,9.3,287.69,246.27,140.16,183.63,82.54,9.8,118.12,319.88,25.64,25.82,55.18,48.75,77.17
2019-03-01,1671.73,92.15,435.39,75.43,3.61,64.8,38.47,166.36,39.45,12.36,305.72,69.09,9.11,99.69,80.03,41.58,54.24,9.24,284.75,245.47,143.65,183.32,82.48,9.8,117.03,294.79,25.74,24.67,55.22,50.07,78.12
2019-03-04,1696.17,89.67,427.55,75.06,3.5,64.83,37.44,163.88,39.34,12.33,301.0,68.86,8.88,99.71,79.76,41.06,54.08,9.27,280.88,242.54,143.24,180.87,82.5,9.92,117.95,285.36,25.77,25.27,54.52,50.99,78.42
2019-03-05,1692.43,90.85,425.01,75.3,3.53,64.52,37.99,165.13,39.42,12.34,302.05,69.11,8.76,99.69,80.08,39.99,53.88,9.27,280.66,234.34,141.56,179.81,82.51,10.08,118.2,276.54,25.84,25.43,54.36,49.18,78.31
2019-03-06,1668.95,88.07,419.42,74.33,3.43,64.42,37.23,163.6,39.25,12.32,299.64,68.07,8.49,99.73,79.16,37.93,53.62,9.27,278.26,234.44,137.97,178.79,82.57,9.87,118.63,276.24,25.84,26.08,53.98,46.64,77.42
